Created Date;UTM_Campaign;UTM_Content ;UTM_Term;Account Owner Territory;Marketo Qualification Level;Marketo Interest Level;Account Status;Unmatched;Hand Raiser;UTM_Medium
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
1/6/2023;fy23-q4-amer-g2_smb;inspiration_guide;undefined;Japan Commercial - 2;High;Medium;Unassigned;0;0;paid-social
11/10/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze-pricing_em|braze pricing|e|g|c||502656816223;;Low;High;No Account Mapped;1;1;paid-search
1/9/2023;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343632615;;Medium;Low;No Account Mapped;1;0;paid-search
12/28/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Medium;Low;Unassigned;0;0;paid-content-syndication
1/12/2023;fy22-amer-comp_direct_competitors;mt_competitor_ad_copy_fy22;mailchimp|mailchimp|p|g|c||572979184291;;High;High;No Account Mapped;1;1;paid-search
1/14/2023;fy22-amer-email_marketing;mt_email_marketing_platform_ad_copy_fy21;email_marketing|email marketing|p|g|m||542343632615#CjwKCAiAwomeBhBWEiwAM43YIGpRdgKGPX-duiEjJaJ36d9Tjq81d3S1SrOOYF8Xo1yE4NU9leQPphoCpJUQAvD_BwE;;High;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy24-q4-amer-2023_consumer_research_report;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
1/9/2023;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement_strategies|customer engagement strategies|p|g|c||499449654236;;High;Low;No Account Mapped;1;0;paid-search
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/6/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_email_marketing|braze email|e|g|c||502656816637#CjwKCAiAqt-dBhBcEiwATw-ggG0xqj_RUszUP2NuEvMQwdwf2vhQVT1dxCcyNUReU5C8w3H0AFF7fRoCq08QAvD_BwE;;Medium;Low;No Account Mapped;1;0;paid-search
12/17/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/7/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011;;High;;No Account Mapped;1;1;paid-search
1/22/2023;fy23-q4-amer-bau_retint;customer_engagement_ebook;undefined;;High;Low;No Account Mapped;1;0;paid-social
11/18/2022;fy22-amer-email_marketing_platform;;platform_for_email_marketing|email service provider|e|g|c||542343389186#Cj0KCQiA99ybBhD9ARIsALvZavWSWkEL_oLz2KSMaIS1BdqeGdG6Qn5Hm0LDYzhHpiBYv-jkealLg4YaAjE4EALw_wcB;;Low;;Agency (Solutions Partners);0;0;paid-search
11/19/2022;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343632615;;Low;;Agency (Solutions Partners);0;0;paid-search
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - Strat;Low;Low;Unassigned;0;0;paid-content-syndication
12/6/2022;fy23-q4-amer-bau_retskill;customer_engagement_ebook;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 2;Medium;Low;Customer;0;0;paid-content-syndication
12/29/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||587080375402;;High;;No Account Mapped;1;1;paid-search
1/18/2023;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343389210;;Medium;High;No Account Mapped;1;1;paid-search
1/10/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_pm_kw|braze|p|g|c||502699581794;;Medium;Low;No Account Mapped;1;0;paid-search
1/26/2023;fy22-amer-email_marketing_platform;undefined;software_for_email_marketing|software for email marketing|e|g|c||542343389030;;High;Low;No Account Mapped;1;1;paid-search
12/19/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_push_notifications|braze push notifications|e|g|c||502656816856;SMB AMER - East;High;High;Assigned;0;1;paid-search
1/9/2023;fy23-q4-amer-bau_ccmskill;retention_guide;undefined;AMER Emerging Ent - West - 2;High;Medium;Assigned;0;0;paid-social
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 1;High;Low;Unassigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 2;Medium;Low;Out of Business;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy22-amer-email_marketing;;email_marketing|email marketing|p|g|c||542343389213#Cj0KCQiA-oqdBhDfARIsAO0TrGGL09HZXMMGwE4ik-EmqqPcJYCZti1wVHMI5AJ9dE1CPEB7712o6D0aAtQ8EALw_wcB;AMER Scale - Central;Medium;High;Assigned;0;1;paid-search
1/23/2023;fy22-amer-acq_m_engagement-lifecycle;undefined;customer-lifecycle_em|customer lifecycle stages|e|g|c||644755701754;;Medium;Low;No Account Mapped;1;0;paid-search
12/21/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - Strat;Low;Low;Unassigned;0;0;paid-content-syndication
12/18/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
11/2/2022;fy22-amer-email_marketing_platform;undefined;email_marketing_tool|email marketing tool|p|g|c||542343389162;;High;Low;No Account Mapped;1;1;paid-search
12/6/2022;fy22-amer-email_marketing;mt_email_marketing_platform_ad_copy_fy21;email_marketing|email marketing|p|g|c||542343632615;;High;Low;No Account Mapped;1;0;paid-search
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - West;Medium;Low;Unassigned;0;0;paid-content-syndication
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
1/23/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Emerging Ent - East - 2;High;Low;Assigned;0;0;paid-content-syndication
11/2/2022;fy23-q3-amer-bau_smb;customer_engagement_ebook;undefined;AMER Scale - Central;High;Medium;Customer;0;0;paid-social
1/24/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011;SMB AMER - Central;High;High;Assigned;1;1;paid-search
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - Strat;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - Strat;Low;Low;Unassigned;0;0;paid-content-syndication
1/7/2023;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;AMER Enterprise - West;High;Medium;Assigned;0;0;paid-social
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
1/7/2023;fy23-q4-amer-bau_ccmskill;retention_guide;undefined;AMER Enterprise - East;High;Medium;Unassigned;0;0;paid-social
12/21/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
1/20/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Emerging Ent - West - 1;Low;Low;Unassigned;0;0;paid-content-syndication
12/14/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Low;Low;No Account Mapped;1;0;paid-content-syndication
11/25/2022;fy23-q4-amer-bau_smb;customer_engagement_ebook;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/21/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Scale - Central;Medium;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Scale - Central;Medium;Low;Assigned;0;0;paid-content-syndication
12/14/2022;fy23-q4-amer-customer_engagement_review_canada;;;;High;Low;No Account Mapped;1;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/23/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Emerging Ent - East - 2;High;Low;Assigned;0;0;paid-content-syndication
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
1/9/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502656816178;;Medium;Low;No Account Mapped;1;0;paid-search
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
1/5/2023;fy23-q4-amer-bau_ccmskill;retention_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Low;Low;Unassigned;0;0;paid-content-syndication
12/12/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Scale - Central;Medium;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Low;Low;Unassigned;0;0;paid-content-syndication
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
11/22/2022;fy23-q4-amer-bau_retint;measurement_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/12/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - Central;Medium;Low;Assigned;0;0;paid-content-syndication
1/16/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - Strat;Low;Low;Unassigned;0;0;paid-content-syndication
1/18/2023;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Medium;Low;Unassigned;0;0;paid-content-syndication
11/19/2022;fy23-q4-amer-bau_retint;retention_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Low;Low;Unassigned;0;0;paid-content-syndication
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
1/11/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||587080375402;AMER Emerging Ent - West - 2;;High;Assigned;0;1;paid-search
1/26/2023;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
1/25/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011;;Medium;Low;No Account Mapped;0;0;paid-search
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/15/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Low;Low;Unassigned;0;0;paid-content-syndication
1/31/2023;fy23-q4-amer-bau_ccmskill;customer_engagement_ebook;undefined;AMER Scale - West - 1;High;Medium;Assigned;0;0;paid-social
12/29/2022;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343389210;;High;Low;No Account Mapped;1;0;paid-search
1/27/2023;fy23-q4-amer-bau_groups;retention_guide;undefined;AMER Scale - West - 1;High;Medium;Assigned;0;0;paid-social
12/28/2022;fy23-q4-amer-bau_ccmskill;retention_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/22/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_pm_kw|braze|p|g|c||502699581794;Japan Commercial - 2;High;Low;Unassigned;0;0;paid-search
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Scale - Central;Low;Low;Assigned;0;0;paid-content-syndication
12/1/2022;fy22-amer-email_marketing_platform;undefined;software_for_email_marketing|software for email marketing|e|g|c||542343389030;SMB AMER - Central;High;High;Assigned;0;1;paid-search
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/24/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing|p|g|c||379480664589;SMB AMER - Central;Medium;Low;Assigned;1;0;paid-search
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Scale - Central;Low;Low;Assigned;0;0;paid-content-syndication
12/14/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Medium;Medium;No Account Mapped;0;0;paid-content-syndication
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;;High;Low;No Account Mapped;0;0;paid-content-syndication
11/29/2022;fy22-amer-email_marketing;;email_marketing|email marketing|p|g|c||542343632615#Cj0KCQiA-JacBhC0ARIsAIxybyMcONnSCI4HOXGu0B5ykZwl_geEXs6UcDi45VwsqqvrZZPCIZNa-8MaAv9eEALw_wcB;;Low;;No Account Mapped;1;0;paid-search
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Low;Low;Unassigned;0;0;paid-content-syndication
11/6/2022;fy23-q3-amer-bau_smb;customer_engagement_ebook;undefined;;Low;Low;No Account Mapped;1;0;paid-social
1/20/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
1/21/2023;fy23-q4-amer-bau_retint;retention_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;;Medium;Low;No Account Mapped;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
11/27/2022;fy22-amer-email_marketing;undefined;email_marketing|email marketing|e|g|c||542343389210;;High;;No Account Mapped;1;1;paid-search
1/23/2023;fy22-amer-acq_e_retention-marketing;mt_retention_ad_copy_fy22;user-retention_em|user retention strategies|e|g|c||572731153873;;High;Low;No Account Mapped;1;0;paid-search
11/28/2022;fy23-q4-amer-bau_retint;customer_engagement_ebook;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
1/2/2023;fy22-amer-email_marketing_platform;;platform_for_email_marketing|email service provider|p|g|c||542343389186#EAIaIQobChMIqLy81pyp_AIVAgWtBh2DGw5eEAAYASAAEgLR9fD_BwE;;Low;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 1;High;Low;Assigned;0;0;paid-content-syndication
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
11/23/2022;fy23-q4-amer-bau_ccmskill;cer_2022;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/17/2022;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Scale - Central;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
12/12/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - West;Low;Low;Assigned;0;0;paid-content-syndication
11/21/2022;fy22-amer-email_marketing_platform;undefined;software_for_email_marketing|software for email marketing|p|g|c||542343389030;;Medium;;No Account Mapped;1;1;paid-search
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Low;Low;Unassigned;0;0;paid-content-syndication
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/20/2022;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_em|lifecycle marketing|e|g|c||379480664394;AMER Scale - Central;High;Medium;Assigned;0;0;paid-search
11/22/2022;fy23-q4-amer-bau_retskill;customer_engagement_ebook;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
12/18/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/20/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - Central;High;Low;Customer;0;0;paid-content-syndication
11/7/2022;fy22-amer-email_marketing_platform;undefined;platform_for_email_marketing|email service provider|e|g|c||542343389186;;Medium;Low;No Account Mapped;1;1;paid-search
1/24/2023;fy22-amer-comp_direct_competitors;mt_competitor_ad_copy_fy22;bronto|onesignal|e|g|c||615917132795#Cj0KCQiA_bieBhDSARIsADU4zLecwt2FH6sszVaCNnjfdMsHFA6Ag3Wyh1svJJCm-Y5dPaa0RY1wU34aAhfQEALw_wcB;;High;Low;No Account Mapped;1;1;paid-search
1/12/2023;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;SMB AMER - Central;High;Medium;Assigned;0;0;paid-social
1/20/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
1/9/2023;fy22-amer-email_marketing;mt_email_marketing_platform_ad_copy_fy21;email_marketing|email marketing|p|g|c||542343632615;;Medium;Low;No Account Mapped;1;0;paid-search
12/21/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 1;Low;Low;Unassigned;0;0;paid-content-syndication
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Low;Low;Unassigned;0;0;paid-content-syndication
12/1/2022;fy22-amer-acq_e_retention-marketing;mt_retention_ad_copy_fy22;user-retention_pm|user retention strategies|p|g|m||572731153903;;High;Low;No Account Mapped;1;0;paid-search
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
1/16/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_email_marketing|braze email marketing|e|g|c||502656816637;SMB AMER - West;Low;High;Assigned;0;1;paid-search
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
1/9/2023;fy22-amer-email_marketing;undefined;email_marketing_best_practices|email marketing best practices|e|g|c||542343632765;;High;Low;No Account Mapped;0;0;paid-search
12/14/2022;fy22-amer-push_platforms;mt_push_platforms_ad_copy_fy22;|push notification platform|e|g|c||511889410496#CjwKCAiAheacBhB8EiwAItVO23S1YZTeJ9dTUUXe0GLPPa66QOwwz0_pQM3XaswKzB8U8UtDXQdvKxoC2qAQAvD_BwE;;Medium;;No Account Mapped;1;1;paid-search
12/18/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
12/12/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 2;High;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
11/14/2022;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343632615;;High;Medium;Agency (Solutions Partners);0;0;paid-search
11/7/2022;fy23-q4-amer-bau_retskill;customer_engagement_ebook;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
11/24/2022;fy23-q4-amer-bau_smb;customer_engagement_ebook;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
1/31/2023;fy23-q4-amer-bau_ccmskill;retention_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
1/9/2023;fy23-q4-amer-g2_smb;cer_2022;undefined;AMER Scale - West - 1;High;Medium;Assigned;0;0;paid-social
12/16/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
11/7/2022;fy23-q3-amer-bau_retint;inspiration_guide;undefined;AMER Enterprise West;High;Medium;Unassigned;0;0;paid-social
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
1/30/2023;fy22-amer-comp_direct_competitors;mt_competitor_ad_copy_fy22;mailchimp|mailchimp|e|g|c||572979184297#Cj0KCQiA8t2eBhDeARIsAAVEga03zLaPAb73hTkREVGjRBZaDMK_VY5hjXLaU5XXAivvwAR5bJpQ2m0aAmKzEALw_wcB;SMB AMER - Central;High;High;Assigned;0;0;paid-search
11/27/2022;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_em|lifecycle marketing|e|g|m||379480664394;SMB AMER - Central;High;Medium;Assigned;0;0;paid-search
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - West;High;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/15/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;Japan Commercial - 2;Low;Low;Unassigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - Strat;Low;Low;Assigned;0;0;paid-content-syndication
12/1/2022;fy22-q1-amer-customer_engagement_review;customer_engagement_review;client_engagement|client engagement|p|g|c||499350053166;;High;Low;No Account Mapped;1;0;paid-search
1/27/2023;fy22-amer-email_marketing;mt_email_marketing_platform_ad_copy_fy21;email_marketing|email marketing|p|g|c||542343632615;;High;Low;No Account Mapped;1;0;paid-search
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Scale - Central;Medium;Low;Assigned;0;0;paid-content-syndication
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - Strat;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/15/2023;fy23-q4-amer-bau_retint;retention_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/25/2023;fy23-q4-amer-loyalty_guide;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
1/5/2023;fy23-q4-amer-bau_smb;customer_engagement_ebook;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
1/25/2023;fy22-amer-email_marketing;mt_email_marketing_platform_ad_copy_fy21;email_marketing|email marketing|p|g|m||542343632615;;Medium;Low;No Account Mapped;1;0;paid-search
1/17/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing|p|g|c||379480664589;;High;Low;No Account Mapped;1;0;paid-search
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/8/2022;fy23-q1-amer-bau_smb-carousel;inspiration_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Scale - East - 1;Medium;Low;Assigned;0;0;paid-content-syndication
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
1/9/2023;fy22-amer-email_marketing;undefined;email_broadcast|email broadcast|p|g|c||542343485915;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-search
11/8/2022;fy23-q3-amer-bau_smb;customer_engagement_ebook;undefined;;High;Low;No Account Mapped;1;0;paid-social
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - Strat;High;Low;Assigned;0;0;paid-content-syndication
1/12/2023;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement_solutions|customer engagement solutions|p|g|c||499462873406;;High;Medium;No Account Mapped;1;0;paid-search
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 1;High;Low;Assigned;0;0;paid-content-syndication
12/17/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 2;High;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - Strat;High;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Scale - Central;Medium;Low;Assigned;0;0;paid-content-syndication
